;mack;date_publish;price_adjustment;price_closing;rate_of_change;gdkl_kl;gdkl_gt;gdtt_kl;gdtt_gt;price_open;price_highest;price_lowest
308;CMX;2022-03-30;22.00;24.20;1.50 (6.61 %);5.579.600;133138000000;0;0;22.40;24.25;22.40
309;CMX;2022-03-31;21.36;23.50;-0.70 (-2.89 %);3.193.100;76005000000;0;0;24.00;24.30;23.35
310;CMX;2022-04-01;21.82;24.00;0.50 (2.13 %);2.973.900;72040000000;0;0;23.30;24.80;23.30
311;CMX;2022-04-04;21.18;23.30;-0.70 (-2.92 %);3.224.300;77160000000;0;0;24.40;24.60;23.30
312;CMX;2022-04-05;22.55;24.80;1.50 (6.44 %);4.264.400;102292000000;0;0;23.00;24.90;22.70
313;CMX;2022-04-06;21.77;23.95;-0.85 (-3.43 %);2.596.300;63804000000;0;0;24.80;25.60;23.70
314;CMX;2022-04-07;20.27;22.30;-1.70 (-7.08 %);2.686.100;62116000000;0;0;24.00;24.00;22.30
315;CMX;2022-04-08;19.36;21.30;-1.00 (-4.48 %);3.624.200;79255000000;0;0;22.30;22.70;21.30
316;CMX;2022-04-12;20.68;22.75;1.45 (6.81 %);2.224.500;49023000000;0;0;21.50;22.75;21.30
317;CMX;2022-04-13;21.18;23.30;0.50 (2.19 %);2.493.400;58630000000;0;0;23.05;24.00;22.80
318;CMX;2022-04-14;21.41;23.55;0.25 (1.07 %);2.453.600;58454000000;0;0;23.25;24.30;23.05
319;CMX;2022-04-15;22.55;24.80;1.20 (5.08 %);5.622.000;139048000000;0;0;23.55;25.15;23.55
320;CMX;2022-04-18;24.00;26.40;1.60 (6.45 %);4.119.900;106321000000;0;0;25.50;26.50;24.90
321;CMX;2022-04-19;22.36;24.60;-1.80 (-6.82 %);3.336.600;85501000000;0;0;26.40;27.00;24.60
322;CMX;2022-04-20;21.18;23.30;-1.30 (-5.28 %);5.439.300;131088000000;0;0;24.30;25.70;22.90
323;CMX;2022-04-21;19.91;21.90;-1.40 (-6.01 %);4.225.600;94293000000;0;0;22.90;24.00;21.70
324;CMX;2022-04-22;18.55;20.40;-1.50 (-6.85 %);3.736.600;78639000000;0;0;22.50;22.80;20.40
325;CMX;2022-04-25;17.27;19.00;-1.40 (-6.86 %);2.228.300;42884000000;0;0;20.30;20.30;19.00
326;CMX;2022-04-26;16.36;18.00;-1.00 (-5.26 %);4.077.000;72500000000;0;0;17.70;18.70;17.70
327;CMX;2022-04-27;17.50;19.25;1.25 (6.94 %);2.310.300;43482000000;0;0;18.20;19.25;17.95
328;CMX;2022-04-28;17.59;19.35;0.05 (0.26 %);1.630.100;32171000000;0;0;19.50;20.30;19.30
329;CMX;2022-04-29;18.82;20.70;1.30 (6.70 %);3.198.500;64518000000;0;0;19.00;20.70;18.85
330;CMX;2022-05-04;19.18;21.10;0.40 (1.93 %);2.181.000;46318000000;0;0;20.70;21.80;20.70
331;CMX;2022-05-05;17.95;19.75;-1.35 (-6.40 %);2.546.300;51704000000;0;0;21.35;21.45;19.65
332;CMX;2022-05-06;18.18;20.00;0.20 (1.01 %);2.275.500;45707000000;0;0;18.80;20.90;18.70
333;CMX;2022-05-09;16.91;18.60;-1.40 (-7.00 %);3.159.000;60945000000;0;0;19.60;20.80;18.60
334;CMX;2022-05-10;18.09;19.90;1.30 (6.99 %);1.634.600;30854000000;0;0;18.05;19.90;17.65
335;CMX;2022-05-11;18.18;20.00;0.10 (0.50 %);1.159.700;23298000000;0;0;20.40;20.50;19.80
336;CMX;2022-05-12;16.91;18.60;-1.40 (-7.00 %);1.913.100;36666000000;0;0;19.80;20.15;18.60
337;CMX;2022-05-13;15.73;17.30;-1.30 (-6.99 %);2.346.300;41214000000;0;0;18.60;18.60;17.30
338;CMX;2022-05-16;14.64;16.10;-1.20 (-6.94 %);1.986.200;33226000000;0;0;18.30;18.30;16.10
339;CMX;2022-05-17;15.64;17.20;1.10 (6.83 %);1.561.600;25151000000;0;0;15.40;17.20;15.10
340;CMX;2022-05-18;16.00;17.60;0.40 (2.33 %);1.614.400;28454000000;0;0;17.50;18.10;17.10
341;CMX;2022-05-19;15.64;17.20;-0.40 (-2.27 %);1.209.900;20899000000;0;0;16.70;17.65;16.70
342;CMX;2022-05-20;15.64;17.20;0.00 (0.00 %);1.072.200;18544000000;0;0;17.20;17.70;17.00
343;CMX;2022-05-23;16.09;17.70;0.50 (2.91 %);1.927.500;34249000000;0;0;17.60;18.35;17.15
344;CMX;2022-05-24;16.55;18.20;0.50 (2.82 %);1.239.400;22143000000;0;0;17.80;18.30;17.45
345;CMX;2022-05-25;17.68;19.45;1.25 (6.87 %);2.305.300;44070000000;60;1.017.000.000;18.30;19.45;18.30
346;CMX;2022-05-26;17.68;19.45;-0.05 (-0.26 %);1.667.900;32289000000;0;0;19.90;19.90;19.05
347;CMX;2022-05-27;17.73;19.50;0.00 (0.00 %);2.588.400;51449000000;0;0;19.45;20.50;19.30
348;CMX;2022-05-30;17.73;19.50;0.00 (0.00 %);1.763.900;34370000000;0;0;19.50;20.00;19.20
349;CMX;2022-05-31;17.73;19.50;0.00 (0.00 %);1.492.400;29232000000;0;0;19.50;19.90;19.20
350;CMX;2022-06-01;18.95;20.85;1.35 (6.92 %);3.389.400;67936000000;800;14.520.000.000;19.35;20.85;19.20
351;CMX;2022-06-02;19.00;20.90;0.00 (0.00 %);2.474.200;52412000000;0;0;21.20;21.70;20.60
352;CMX;2022-06-03;19.05;20.95;0.05 (0.24 %);2.312.200;48034000000;0;0;20.60;21.70;20.05
353;CMX;2022-06-06;19.09;21.00;0.00 (0.00 %);3.560.200;76879000000;0;0;21.00;22.00;20.55
354;CMX;2022-06-07;20.41;22.45;1.45 (6.90 %);3.648.400;79401000000;0;0;21.00;22.45;21.00
355;CMX;2022-06-08;20.27;22.30;-0.20 (-0.89 %);3.169.700;72048000000;0;0;23.00;23.30;22.30
356;CMX;2022-06-09;20.27;22.30;0.00 (0.00 %);2.455.500;54469000000;0;0;22.10;22.60;21.60
357;CMX;2022-06-10;18.86;20.75;-1.55 (-6.95 %);3.612.900;77972000000;0;0;22.20;22.75;20.75
358;CMX;2022-06-13;17.55;19.30;-1.50 (-7.21 %);3.188.900;62261000000;0;0;19.35;20.35;19.30
359;CMX;2022-06-14;17.64;19.40;0.10 (0.52 %);2.140.500;41221000000;0;0;18.60;20.15;18.40
360;CMX;2022-06-15;17.27;19.00;-0.40 (-2.06 %);1.819.000;34276000000;0;0;19.40;19.70;18.10
361;CMX;2022-06-16;17.64;19.40;0.40 (2.11 %);1.370.100;26835000000;0;0;19.85;19.95;19.30
362;CMX;2022-06-17;17.00;18.70;-0.70 (-3.61 %);1.606.400;30032000000;0;0;18.40;19.45;18.20
363;CMX;2022-06-20;17.00;18.70;0.00 (0.00 %);2.290.200;44055000000;0;0;18.70;19.80;18.60
364;CMX;2022-06-21;15.82;17.40;-1.30 (-6.95 %);2.516.300;45749000000;0;0;18.70;19.40;17.40
365;CMX;2022-06-22;14.82;16.30;-1.10 (-6.32 %);2.010.000;33643000000;0;0;17.90;18.05;16.20
366;CMX;2022-06-23;15.77;17.35;1.05 (6.44 %);1.245.300;20914000000;0;0;15.90;17.35;15.80
367;CMX;2022-06-24;15.64;17.20;-0.20 (-1.15 %);755;13207000000;0;0;17.50;17.90;17.20
368;CMX;2022-06-27;15.68;17.25;0.05 (0.29 %);1.518.800;26423000000;0;0;17.50;17.80;17.25
369;CMX;2022-06-28;15.18;16.70;-0.60 (-3.47 %);2.140.100;36635000000;0;0;17.30;17.65;16.30
370;CMX;2022-06-29;15.86;17.45;0.75 (4.49 %);1.322.800;22497000000;0;0;16.50;17.60;16.50
371;CMX;2022-06-30;15.41;16.95;-0.55 (-3.14 %);866.2;15033000000;0;0;17.75;17.75;16.95
372;CMX;2022-07-01;15.41;16.95;-0.05 (-0.29 %);1.297.100;21693000000;0;0;16.80;17.30;16.25
373;CMX;2022-07-04;15.00;16.50;-0.50 (-2.94 %);1.183.700;19854000000;0;0;17.15;17.40;16.30
374;CMX;2022-07-05;14.55;16.00;-0.50 (-3.03 %);1.623.500;26353000000;0;0;16.55;16.80;15.80
375;CMX;2022-07-06;14.23;15.65;-0.35 (-2.19 %);886.2;14176000000;0;0;15.55;16.65;15.55
376;CMX;2022-07-07;14.14;15.55;-0.15 (-0.96 %);839.6;13084000000;0;0;15.65;15.90;15.30
377;CMX;2022-07-08;14.36;15.80;0.20 (1.28 %);803.4;12720000000;0;0;16.10;16.10;15.70
378;CMX;2022-07-11;14.00;15.40;-0.40 (-2.53 %);623.4;9752000000;0;0;15.70;15.95;15.25
379;CMX;2022-07-12;14.95;16.45;1.05 (6.82 %);1.346.700;21501000000;0;0;15.40;16.45;15.20
380;CMX;2022-07-13;14.82;16.30;-0.20 (-1.21 %);1.335.900;22052000000;0;0;16.55;16.65;16.15
381;CMX;2022-07-14;14.55;16.00;-0.30 (-1.84 %);964.7;15450000000;0;0;15.80;16.25;15.80
382;CMX;2022-07-15;14.36;15.80;-0.20 (-1.25 %);1.062.700;17053000000;0;0;16.20;16.35;15.80
383;CMX;2022-07-18;15.00;16.50;0.70 (4.43 %);939.4;15252000000;0;0;15.90;16.60;15.90
384;CMX;2022-07-19;14.82;16.30;-0.20 (-1.21 %);535.7;8792000000;0;0;16.55;16.70;16.10
385;CMX;2022-07-20;15.09;16.60;0.30 (1.84 %);1.868.400;30994000000;0;0;16.45;16.95;16.30
386;CMX;2022-07-21;14.77;16.25;-0.35 (-2.11 %);1.090.700;17976000000;0;0;16.70;16.80;16.25
387;CMX;2022-07-22;14.59;16.05;-0.25 (-1.53 %);665.7;10804000000;0;0;16.20;16.50;16.05
388;CMX;2022-07-25;14.55;16.00;-0.10 (-0.62 %);679;10951000000;0;0;16.20;16.35;16.00
389;CMX;2022-07-26;14.00;15.40;-0.60 (-3.75 %);1.485.900;23238000000;0;0;15.95;16.00;15.35
390;CMX;2022-07-27;13.91;15.30;-0.10 (-0.65 %);2.017.200;30535000000;0;0;15.40;15.40;14.90
391;CMX;2022-07-28;14.75;14.75;0.85 (6.12 %);1.292.700;19119000000;0;0;14.85;14.85;14.60
392;CMX;2022-07-29;14.40;14.40;-0.40 (-2.70 %);780.7;11332000000;0;0;14.70;14.70;14.40
393;CMX;2022-08-01;14.65;14.65;0.25 (1.74 %);1.599.400;22938000000;0;0;14.50;14.65;14.15
394;CMX;2022-08-02;14.85;14.85;0.15 (1.02 %);1.176.200;17336000000;0;0;14.85;14.90;14.60
395;CMX;2022-08-03;15.30;15.30;0.40 (2.68 %);1.577.200;23890000000;0;0;14.55;15.50;14.55
396;CMX;2022-08-04;14.95;14.95;-0.35 (-2.29 %);1.826.300;27669000000;0;0;15.40;15.45;14.95
397;CMX;2022-08-05;15.00;15.00;0.00 (0.00 %);876.8;13107000000;0;0;15.00;15.10;14.75
398;CMX;2022-08-08;15.70;15.70;0.70 (4.67 %);2.457.400;38030000000;0;0;15.40;15.80;15.00
399;CMX;2022-08-09;15.40;15.40;-0.30 (-1.91 %);1.494.200;23316000000;0;0;15.80;15.85;15.40
400;CMX;2022-08-10;15.40;15.40;0.00 (0.00 %);927.5;14259000000;0;0;15.40;15.55;15.25
401;CMX;2022-08-11;15.30;15.30;-0.10 (-0.65 %);1.790.400;27750000000;0;0;15.55;15.80;15.20
402;CMX;2022-08-12;15.45;15.45;0.15 (0.98 %);1.188.400;18281000000;0;0;15.20;15.60;15.15
403;CMX;2022-08-15;15.40;15.40;-0.10 (-0.65 %);930.4;14383000000;0;0;15.50;15.60;15.30
404;CMX;2022-08-16;15.35;15.35;-0.05 (-0.32 %);916.8;14116000000;0;0;15.40;15.50;15.30
405;CMX;2022-08-17;15.35;15.35;-0.05 (-0.32 %);2.758.200;43140000000;0;0;15.45;15.85;15.25
406;CMX;2022-08-18;15.25;15.25;-0.15 (-0.97 %);933.2;14271000000;0;0;15.35;15.40;15.15
407;CMX;2022-08-19;14.95;14.95;-0.35 (-2.29 %);1.388.400;21034000000;0;0;15.25;15.35;14.90
408;CMX;2022-08-22;14.40;14.40;-0.60 (-4.00 %);1.731.500;25174000000;0;0;14.60;14.85;14.30
409;CMX;2022-08-23;14.80;14.80;0.40 (2.78 %);767.2;11093000000;0;0;14.10;14.80;14.10
410;CMX;2022-08-24;14.75;14.75;-0.05 (-0.34 %);1.026.600;15175000000;0;0;14.65;15.00;14.65
411;CMX;2022-08-25;15.15;15.15;0.35 (2.36 %);1.274.500;19143000000;0;0;14.75;15.15;14.75
412;CMX;2022-08-26;14.95;14.95;-0.25 (-1.64 %);1.301.100;19772000000;0;0;15.30;15.50;14.80
413;CMX;2022-08-29;14.70;14.70;-0.30 (-2.00 %);1.545.000;22439000000;0;0;14.60;14.75;14.20
414;CMX;2022-08-30;14.60;14.60;-0.10 (-0.68 %);845.2;12480000000;0;0;14.90;15.05;14.55
415;CMX;2022-08-31;15.20;15.20;0.60 (4.11 %);1.878.700;28176000000;0;0;14.50;15.25;14.50
416;CMX;2022-09-05;15.20;15.20;0.00 (0.00 %);1.314.700;20158000000;0;0;15.20;15.50;15.20
417;CMX;2022-09-06;14.95;14.95;-0.25 (-1.64 %);1.137.100;17224000000;0;0;15.10;15.45;14.95
418;CMX;2022-09-07;14.30;14.30;-0.70 (-4.67 %);1.301.500;19073000000;0;0;14.90;15.05;14.30
419;CMX;2022-09-08;14.20;14.20;-0.10 (-0.70 %);1.014.200;14448000000;0;0;14.55;14.55;14.10
420;CMX;2022-09-09;14.35;14.35;0.15 (1.06 %);982.7;13934000000;0;0;14.20;14.35;14.05
421;CMX;2022-09-12;14.25;14.25;-0.15 (-1.04 %);651.6;9338000000;0;0;14.60;14.60;14.20
422;CMX;2022-09-13;14.45;14.45;0.15 (1.05 %);783.2;11283000000;0;0;14.10;14.70;14.10
423;CMX;2022-09-14;14.40;14.40;-0.10 (-0.69 %);735.7;10475000000;0;0;14.15;14.45;14.10
424;CMX;2022-09-15;14.30;14.30;-0.10 (-0.69 %);663.8;9551000000;0;0;14.45;14.55;14.20
425;CMX;2022-09-16;13.90;13.90;-0.40 (-2.80 %);1.098.700;15433000000;0;0;14.25;14.30;13.80
426;CMX;2022-09-19;13.00;13.00;-0.90 (-6.47 %);1.665.600;22283000000;0;0;13.90;13.90;13.00
427;CMX;2022-09-20;13.20;13.20;0.20 (1.54 %);845.1;11018000000;0;0;13.10;13.85;12.75
428;CMX;2022-09-21;13.05;13.05;-0.15 (-1.14 %);663.8;8648000000;0;0;12.90;13.30;12.80
429;CMX;2022-09-22;13.25;13.25;0.15 (1.15 %);587.3;7707000000;0;0;13.00;13.25;12.90
430;CMX;2022-09-23;13.35;13.35;0.05 (0.38 %);741.4;9947000000;0;0;13.30;13.60;13.25
431;CMX;2022-09-26;12.55;12.55;-0.85 (-6.34 %);1.242.100;15793000000;0;0;13.10;13.20;12.45
432;CMX;2022-09-27;12.55;12.55;-0.05 (-0.40 %);503.9;6349000000;0;0;12.75;12.80;12.50
433;CMX;2022-09-28;12.30;12.30;-0.30 (-2.38 %);635;7912000000;0;0;12.60;12.65;12.25
434;CMX;2022-09-29;11.45;11.45;-0.85 (-6.91 %);851;10225000000;0;0;12.50;12.55;11.45
435;CMX;2022-09-30;11.40;11.40;-0.10 (-0.87 %);1.885.700;20553000000;0;0;11.25;11.45;10.65
436;CMX;2022-10-03;10.65;10.65;-0.75 (-6.58 %);682.3;7406000000;0;0;11.55;11.55;10.65
437;CMX;2022-10-04;10.15;10.15;-0.50 (-4.69 %);812.8;8549000000;0;0;10.80;10.85;10.15
438;CMX;2022-10-05;10.75;10.75;0.60 (5.91 %);656.4;6876000000;0;0;10.30;10.75;10.20
439;CMX;2022-10-06;10.35;10.35;-0.40 (-3.72 %);669.7;7089000000;0;0;10.85;10.85;10.35
440;CMX;2022-10-07;9.63;9.63;-0.72 (-6.96 %);1.353.000;13217000000;0;0;10.35;10.35;9.63
441;CMX;2022-10-10;9.60;9.60;-0.03 (-0.31 %);750.7;7102000000;0;0;9.01;9.80;9.01
442;CMX;2022-10-11;8.93;8.93;-0.67 (-6.98 %);797.3;7394000000;0;0;9.51;9.80;8.93
443;CMX;2022-10-12;9.55;9.55;0.62 (6.94 %);820.8;7541000000;0;0;8.65;9.55;8.65
444;CMX;2022-10-13;9.90;9.90;0.35 (3.66 %);628.3;6016000000;0;0;9.50;9.90;9.31
445;CMX;2022-10-14;10.20;10.20;0.30 (3.03 %);785.2;7913000000;0;0;10.40;10.40;9.91
446;CMX;2022-10-17;10.30;10.30;0.10 (0.98 %);552.5;5489000000;0;0;10.00;10.30;9.65
447;CMX;2022-10-18;10.25;10.25;-0.05 (-0.49 %);613.2;6277000000;0;0;10.30;10.35;10.15
448;CMX;2022-10-19;10.15;10.15;-0.10 (-0.98 %);623.4;6274000000;0;0;10.20;10.30;9.99
449;CMX;2022-10-20;9.70;9.70;-0.45 (-4.43 %);271.5;2682000000;20;188.8;9.98;10.05;9.70
450;CMX;2022-10-21;9.03;9.03;-0.67 (-6.91 %);769.8;7127000000;0;0;9.85;9.85;9.03
451;CMX;2022-10-24;8.40;8.40;-0.63 (-6.98 %);941.9;8086000000;0;0;9.07;9.07;8.40
452;CMX;2022-10-25;8.00;8.00;-0.40 (-4.76 %);684.4;5541000000;0;0;7.85;8.80;7.82
453;CMX;2022-10-26;8.06;8.06;0.06 (0.75 %);244.4;1965000000;0;0;7.93;8.30;7.93
454;CMX;2022-10-27;8.55;8.55;0.49 (6.08 %);416.1;3457000000;0;0;7.95;8.55;7.95
455;CMX;2022-10-28;8.59;8.59;0.04 (0.47 %);336.7;2884000000;0;0;8.60;8.77;8.42
456;CMX;2022-10-31;8.40;8.40;-0.19 (-2.21 %);227.4;1921000000;0;0;8.63;8.63;8.30
457;CMX;2022-11-01;8.50;8.50;0.10 (1.19 %);293.7;2502000000;0;0;8.40;8.60;8.40
458;CMX;2022-11-02;8.45;8.45;-0.05 (-0.59 %);241.9;2056000000;0;0;8.50;8.60;8.42
459;CMX;2022-11-03;8.22;8.22;-0.23 (-2.72 %);320;2659000000;0;0;8.30;8.44;8.20
460;CMX;2022-11-04;7.80;7.80;-0.42 (-5.11 %);709.6;5546000000;0;0;8.22;8.22;7.65
